"","Distance_km","Elev_m","ET14_mm","ET15_mm","ET16_mm","ET17_mm","ET18_mm","ET19_mm","ETMN_mm","Distance_m"
"352",17.6,1290.96690179518,1215.44996084184,1357.98334926896,1420.54726263159,1017.39726090371,1229.78319159474,1166.98518994513,1234.69107239203,17600
"353",17.65,1288.27323222671,1153.14303743626,1330.02730143279,1345.78477646918,954.20264937849,1131.91237263706,1091.04811347101,1167.68640907627,17650
"354",17.7,1281.35059336566,1090.83611403068,1302.07125359661,1271.02229030677,891.008037853267,1034.04155367938,1015.1110369969,1100.6817457605,17700
"355",17.75,1275.5090116316,998.746128930399,1249.09207516195,1176.95815483766,857.430999867283,944.040594279403,991.614673939444,1036.31381935868,17750
"356",17.8,1276.38957671483,977.705261291252,1209.670034207,1168.51354099499,851.384026749591,966.342251299077,1011.26229325739,1030.81288935323,17800
"357",17.85,1279.79407131136,1049.64365461673,1247.05368460596,1254.25266959255,902.153095535128,1074.55214769388,1092.45969227907,1103.35247502338,17850
"358",17.9,1281.18848954975,1121.58204794221,1284.43733500493,1339.99179819011,952.922164320665,1182.76204408869,1173.65709130075,1175.89206069354,17900
"359",17.95,1282.58290778815,1347.56914151286,1446.78511086665,1558.86803435789,1140.32552139479,1381.18355168246,1306.11489080905,1363.4743847509,17950
"360",18,1278.4639439487,1311.4692110516,1422.18220064952,1488.10917670424,1105.16903562044,1337.10885273152,1277.40869214465,1323.57455974128,18000
"361",18.05,1274.62114600682,1354.9364602578,1440.77826323228,1511.06301100933,1113.38552690523,1353.65856869437,1293.65837389912,1344.58002439751,18050
"362",18.1,1277.43863595903,1235.78071471445,1347.82969153416,1421.29822039483,1018.47722749856,1254.55104189573,1234.33458267449,1252.04528747228,18100
"363",18.15,1277.65877977502,1161.80412434813,1306.03412501869,1335.43639074026,971.532643602997,1145.8974580067,1187.19842763315,1184.65058584425,18150
"364",18.2,1279.37179004536,1122.710521075,1235.96529829486,1292.54668859802,969.822812615604,1124.82128661145,1157.14047680431,1150.50119563708,18200
"365",18.25,1281.0848003157,966.674885341797,1125.75584321867,1141.36452423699,797.684826834216,993.518167028639,1076.74309750757,1016.95688635781,18250
"366",18.3,1282.79781058604,1014.59628676427,1186.04431633815,1185.13452307314,843.263563144851,1027.49385107145,1086.65304656763,1057.1976695632,18300
"367",18.35,1279.75903526817,1033.85341174329,1190.11752820743,1170.31592941151,896.661156779027,1042.7246700795,1046.85690784186,1063.42159464097,18350
"368",18.4,1276.82036764608,955.952282161909,1063.90943746675,1023.91861980937,773.639016053728,984.459615778199,1029.84256039559,971.953576902288,18400
"369",18.45,1276.25414837535,996.23158708857,1093.38561726715,1108.16893998416,811.126912769147,978.820146999399,1059.54917254211,1007.88039553558,18450
"370",18.5,1275.95380204118,1087.29361264374,1135.48911426396,1142.52467233117,867.946642936504,1008.99981924193,1143.48728951112,1064.29017817287,18500
"371",18.55,1279.91013928818,1008.91553886039,1142.39483355896,1214.1168443169,859.2536655236,1029.38586751471,1217.8726341364,1078.65659259832,18550
"372",18.6,1280.67686499467,885.795428432393,1048.88559338958,1099.70349985131,785.962283416055,931.444969256268,1159.26836869252,985.176734192459,18600
"373",18.65,1281.44359070117,772.324046022916,949.508351033404,983.299466721137,721.505012955485,874.451915610995,1104.94132693263,901.005032257576,18650
"374",18.7,1282.21031640766,865.074356056211,1063.23494754487,1135.49315525474,836.784481965441,976.015139262666,1168.82949545581,1007.57194485523,18700
"375",18.75,1279.9877093691,948.09134286603,1138.64674154228,1204.78597894767,898.028814542788,1019.83124006416,1210.73891152382,1070.02054686446,18750
"376",18.8,1279.85540542627,999.939903897037,1164.11475731709,1233.13848376205,922.042736582216,1036.94920646565,1254.86207445049,1101.84119474161,18800
"377",18.85,1279.72310148344,1043.498242575,1223.3042342043,1352.60994138351,1015.62510015761,1142.27323126859,1369.50232214769,1191.13558190663,18850
"378",18.9,1279.59079754061,1072.6145180654,1264.34154958558,1400.49161416019,1033.94842190418,1241.26732685919,1407.94661363757,1236.76832160024,18900
"379",18.95,1282.93438893603,985.414271538376,1255.94636956647,1418.67097769053,1019.62562761684,1179.26085102723,1419.13920041734,1213.00953861335,18950
"380",19,1281.84105855029,859.191282708228,1087.97308325629,1286.63389526177,902.450763590515,1011.99183597326,1301.81914206278,1075.00997308117,19000
"381",19.05,1284.18934523044,993.950832404052,1230.00345375438,1357.66658033689,1355.66718336766,1089.5123556798,1368.62558639069,1232.57101073993,19050
"382",19.1,1270.48537575592,1142.59313596255,1322.73234440552,1499.88655023846,1436.54813195445,1254.0688102567,1452.59916807952,1351.40474251157,19100
"383",19.15,1271.29275697187,1144.28811792576,1297.05345494441,1448.99330238933,1448.99595667564,1277.74081256599,1457.13300043403,1345.7007538108,19150
"384",19.2,1273.60881026171,1180.31307414027,1278.21586590879,1389.41076193893,1430.70676250001,1240.9225371875,1366.56477853928,1314.35567352859,19200
"385",19.25,1269.40707902286,877.059247350894,1037.67752149757,1202.10326279212,1205.74767808401,955.08811818361,1184.42270779271,1077.01645835012,19250
"386",19.3,1269.89429685102,826.927799675683,983.827842833717,1131.02028460278,1127.63948868307,882.110084579694,1092.80268835876,1007.38803913747,19300
"387",19.35,1264.47583449774,804.946344987029,998.719619068571,1072.12241480966,1098.32390456443,893.48517229681,1035.40072117643,983.832994799049,19350
"388",19.4,1266.71429654323,877.961744287556,1028.85499176416,1166.76878488082,1170.92188210169,996.616097000476,1101.63517124371,1057.12644398556,19400
"389",19.45,1260.11266062356,816.055338602933,867.478058100157,897.710539893338,1023.88916141744,825.44451612294,897.580087962714,888.026292018855,19450
"390",19.5,1267.66485264272,737.212106931273,853.166027490427,857.597763196027,988.936372192999,804.072863898245,856.419945703061,849.56748334044,19500
"391",19.55,1272.46870104755,840.560129906016,1002.30453445597,1008.31911508313,1064.89664356737,882.220683645394,1086.9058115368,980.867809526588,19550
"392",19.6,1272.97260575649,801.293239558155,958.39565989278,884.770061761925,943.889428928664,805.07602046815,1067.59317290023,910.1695960701,19600
"393",19.65,1271.96216374915,838.237037021718,973.14331465842,898.637011420995,934.064523287255,795.248537279032,1063.55334103148,917.147283943957,19650
"394",19.7,1276.26783323428,879.452655808354,1025.23991718038,971.70284094019,1016.17847689267,863.372459049111,1140.2834794053,982.704973055781,19700
"395",19.75,1275.68833827623,899.450278911352,1060.13230103273,1026.60557688895,1064.96504051586,911.301632267351,1186.81522141129,1024.8783273141,19750
"396",19.8,1274.68795424071,1034.55372770588,1200.56917268388,1193.70519981232,1236.53711351326,1017.13384911869,1288.24278640522,1161.79029226914,19800
"397",19.85,1278.04574787817,1018.72577504468,1154.78601871344,1142.63263115768,1164.95551678876,990.933584793284,1252.96458524065,1120.83304691018,19850
"398",19.9,1276.31178354228,975.008768920449,1127.42494740639,1123.40800614265,1166.96159484329,961.565192912738,1250.71508772674,1100.84728667043,19900
"399",19.95,1272.15247951915,938.244647084219,1090.75757081446,1073.38627207523,1143.6930253096,936.336884346883,1239.96260638581,1070.39686047181,19950
"400",20,1269.81716291114,860.746239739576,1036.86283287062,990.068163704258,1087.79871853445,882.591128983584,1196.14076009776,1009.03464468737,20000
"401",20.05,1264.43499580565,829.509177802508,1012.75774136767,960.009068145628,1072.5581966205,847.685032086178,1174.19646039677,982.785915552296,20050
"402",20.1,1264.68665793018,849.071601073244,1015.82740995291,984.859007943325,1091.1913133179,869.029092343293,1155.91798444555,994.316072796335,20100
"403",20.15,1263.47447248039,779.45260581998,957.220356344608,857.248449548568,1036.75259032004,824.173714287174,1074.80627116084,921.609012931998,20150
"404",20.2,1266.02410775709,714.310493191753,841.079301468478,739.178334493714,933.575769860118,762.808680315596,966.179650506989,826.188691073507,20200
"405",20.25,1264.64460961116,728.816386493014,822.542593289732,737.208670804815,707.288693291476,740.934643269272,905.411257390175,773.70035677084,20250
"406",20.3,1255.98190508313,736.061542231882,828.815881385755,734.234477295405,908.419247269812,734.760593985767,905.371089865099,807.943792667606,20300
"407",20.35,1262.88587897171,765.365003474291,863.259286387699,772.689275002053,905.516629295951,738.740095560029,919.399109517477,827.494926518844,20350
"408",20.4,1265.53037568117,830.042528924961,1004.79382492704,928.289210725218,1008.65909192248,774.011479189665,1050.37762852676,932.695583958792,20400
"409",20.45,1262.80165877887,893.944546613316,1041.43307071676,996.932649833641,1056.50119789904,823.371256774797,1136.94700782315,991.521603627943,20450
"410",20.5,1273.57900444498,788.258823529811,951.84661357288,900.418443508656,972.760147406787,765.932520386657,1053.84665132162,905.510538924046,20500
"411",20.55,1273.32033058719,677.228779234888,777.678500435989,668.950268871975,796.115572876656,670.41197355159,858.398407704395,741.463891908178,20550
"412",20.6,1272.4418777242,738.728801170087,871.411204759262,753.377463866186,824.927890897087,660.764866536093,783.053159811196,772.043899868149,20600
"413",20.65,1271.71895010223,852.168841253449,1018.87616736532,918.426141328007,939.144200984879,762.248140231877,861.365269784981,892.038116921444,20650
"414",20.7,1273.8936019201,830.416622573166,994.945688560164,897.524724057208,915.597397192112,747.438942520491,835.349938235943,870.212223868556,20700
"415",20.75,1276.20987989889,808.664403892883,971.015209755005,876.623306786409,892.050593399344,732.629744809105,809.334606686906,848.386330815668,20750
"416",20.8,1275.64668146737,745.421279000052,870.408111230532,782.125641500591,812.921431123458,688.137760613964,797.183541539973,782.699648227801,20800
"417",20.85,1272.36669294097,698.550178659112,785.941818516797,671.333878818192,745.664538275043,586.752639441183,715.673216743612,700.652692113801,20850
"418",20.9,1270.75250322719,831.014443684498,991.488902567937,889.770101420059,898.462977155679,727.759167910692,917.177310881905,875.945472749529,20900
"419",20.95,1266.87995847696,813.431652495273,983.913700237009,883.845932066002,888.286486699955,714.152489717952,834.990388144773,853.103482704226,20950
"420",21,1271.5617695629,828.620672822982,1000.6908486955,907.914277971213,920.962011320956,750.820428959268,848.421440540969,876.238304396691,21000
"421",21.05,1267.94245651528,843.80969315069,1017.46799715399,931.982623876422,953.637535941956,787.488368200581,861.852492937164,899.373126089154,21050
"422",21.1,1274.56490626872,857.945329698676,1031.67878033272,928.811003779707,960.970513937481,812.772453780229,873.463749887927,910.940283144869,21100
"423",21.15,1273.69478086481,891.410159635622,1028.20719814385,924.169241321666,952.943395555653,787.483266844943,864.574208164317,908.131259620884,21150
"424",21.2,1270.6764903101,794.318583327942,948.672531642318,845.347266177699,838.781418950092,685.99568300553,898.679475395519,835.299176695558,21200
"425",21.25,1260.95292921333,764.915047804274,936.27966627385,825.090480780195,844.524332916412,686.040956423338,852.887619869671,818.289673838764,21250
"426",21.3,1264.84650082353,768.092863291565,958.264711874872,846.601595887985,889.22685401776,729.374710416841,856.212292731157,841.295494530837,21300
"427",21.35,1265.74514840441,770.734364675489,973.765457940201,863.636443146245,921.068774382738,765.189764278238,859.759860686363,859.025782420121,21350
"428",21.4,1269.69632355326,698.835362564218,822.992342059937,714.63845323835,774.365744574395,678.62178866637,758.312900176599,741.294427736949,21400
"429",21.45,1264.35936579,786.314585398431,903.213292026617,852.781734721624,871.765611854363,762.359719334692,810.853349159272,831.214705243308,21450
"430",21.5,1260.95046290429,843.158672962286,988.201973802065,939.516188588529,907.372519160745,800.928212132383,831.744256265501,885.15365749697,21500
"431",21.55,1266.4886829326,824.489573459656,945.86177175576,876.981968874416,888.805782097028,751.951589356364,801.301437291361,848.232030644956,21550
"432",21.6,1267.81501032969,819.444682581048,963.060885023092,876.347343442828,845.895772423405,713.243659359315,760.025441095238,829.669644046214,21600
"433",21.65,1270.13729884258,809.891187314818,976.1410797591,869.368156046397,793.857515993396,666.715270655102,709.556182411806,804.254915465459,21650
"434",21.7,1269.04311279808,800.337692048588,989.221274495108,862.388968649965,741.819259563388,620.186881950889,659.086923728373,778.840186884703,21700
"435",21.75,1267.94892675357,804.823601936684,986.105769193441,846.640624324852,767.575219364263,635.286198181117,680.168119018044,786.766610912228,21750
"436",21.8,1264.79257783046,827.888948244561,985.457378372426,879.945975893911,817.658341711085,686.32739506724,757.726627844426,825.834139039819,21800
"437",21.85,1266.51455013364,850.954294552439,984.808987551412,913.251327462973,867.741464057911,737.368591953366,835.285136670813,864.901667167412,21850
"438",21.9,1270.87907586178,874.019640860318,984.160596730397,946.556679032034,917.824586404736,788.409788839492,912.8436454972,903.969195295006,21900
"439",21.95,1270.46273536383,860.888102995711,987.266849313066,944.477359598328,884.372029832603,761.738920052237,867.071122280412,884.302432702599,21950
"440",22,1270.04639486589,833.022710449807,991.901420466647,927.994794901413,816.916475985055,703.435541760603,771.096998971206,840.728018276021,22000
"441",22.05,1269.30600730112,805.157317903905,996.535991620228,911.512230204498,749.460922137512,645.132163468972,675.122875662008,797.153603849446,22050
"442",22.1,1264.89262313944,880.229820496966,1052.93084896459,949.784210902604,840.574181649962,659.694175827151,708.346926137067,848.593368100603,22100
"443",22.15,1264.60705049029,858.000450142371,1009.99824062982,918.815245864271,840.102577732399,670.275979255958,743.701469449171,840.148981728974,22150
"444",22.2,1268.2419421861,840.217972611184,969.316003711773,896.422114815705,843.961897259685,683.783784067537,788.586076864454,837.047973130927,22200
"445",22.25,1268.52720598821,822.435495079996,928.633766793729,874.02898376714,847.82121678697,697.291588879116,833.470684279738,833.946964532879,22250
"446",22.3,1268.81246979033,804.65301754881,887.951529875688,851.635852718576,851.680536314256,710.799393690695,878.355291695018,830.845955934831,22300
"447",22.35,1273.41371209578,784.806363752434,915.726846378589,860.99717015669,814.720003029472,685.402849206093,792.145893813617,808.966541401201,22350
"448",22.4,1263.80767241005,764.64139307463,954.059010803163,875.255345089099,771.464635109388,654.006860124252,685.720472890167,784.191306526836,22400
"449",22.45,1263.24029736825,806.534713606773,1017.95597664523,943.904625029401,814.007593168785,680.594194302807,687.862845775702,825.143321126358,22450
"450",22.5,1268.26375266088,906.132425562081,1086.25226254779,1008.18540108006,929.576124384873,744.080124287548,780.445115575634,909.111947486009,22500
"451",22.55,1265.43777538851,870.429836134187,1044.7423152957,983.379842884187,919.092931352059,732.288964133506,787.44668731323,889.563400561966,22550
"452",22.6,1263.21225072575,838.433146329665,987.651721368378,941.008628729619,897.780680701038,727.705660520849,816.226210292645,868.134314772651,22600
"453",22.65,1260.98672606299,806.436456525142,930.56112744106,898.637414575051,876.468430050018,723.122356908192,845.00573327206,846.705228983337,22650
"454",22.7,1261.07266793033,774.43976672062,873.470533513741,856.266200420482,855.156179398998,718.539053295535,873.785256251475,825.276143194022,22700
"455",22.75,1261.312230079,835.028048135137,969.31339466941,948.56935138043,944.114666631565,794.334045002759,948.234726233766,906.599051261794,22750
"456",22.8,1262.27865064935,713.781100973603,888.99113447377,782.328425935343,737.875582099239,619.489409067935,743.538720275519,747.667428317131,22800
"457",22.85,1263.2450712197,746.186925196805,963.038880595764,852.916301813663,781.417976651554,647.431543862265,649.745139616028,773.456128072146,22850
"458",22.9,1264.21149179005,845.138260332423,1048.70668043273,977.210095073371,912.168142165757,722.234981092865,747.322816604489,875.463507321931,22900
"459",22.95,1263.18556395803,915.599534902857,1104.40175998736,1065.81990206024,1009.45104973546,780.138981465309,829.935419405094,950.891126170689,22950
"460",23,1261.35702133358,874.037328528719,1042.24351130061,1014.11957010879,975.140037943874,771.594062274306,853.705054873924,921.806602057054,23000
"461",23.05,1260.25505624798,832.475122154584,980.085262613856,962.419238157353,940.829026152292,763.049143083303,877.474690342751,892.722077943421,23050
"462",23.1,1263.33645461796,790.912915780447,917.927013927102,910.718906205908,906.518014360708,754.5042238923,901.244325811581,863.637553829786,23100
"463",23.15,1263.43486887113,815.684441890703,964.975365904248,946.311616415061,947.740902994164,802.172698339916,946.566185279932,903.90849622941,23150
"464",23.2,1263.266118187,731.579543435596,914.785187507912,777.358351981957,761.635447643639,638.709861843494,802.558004001455,771.104414290884,23200
"465",23.25,1263.09736750286,793.113968595341,983.74939077996,882.689407776017,838.606475789371,696.262613341687,810.666608131231,834.181444497199,23250
"466",23.3,1262.92861681873,872.753920868271,1066.19016211624,1001.32723583337,941.907809302505,773.536627558145,834.583341409192,915.049887497052,23300
"467",23.35,1262.6257799454,810.030562817143,1019.03999118484,934.514585795214,706.724896346698,742.552680574261,729.88720070238,823.791657183218,23350
"468",23.4,1262.18490967801,806.280943242786,985.931217817275,916.103801428901,696.803981948688,721.466309995508,756.40204956522,813.831403414262,23400
"469",23.45,1263.58142186864,859.294595951918,1025.82846634177,979.304484840331,760.173072831313,745.528532121497,863.637239717308,872.2944266017,23450
"470",23.5,1265.82873780089,870.781834168943,1048.77392471582,1013.79351093357,792.268076965097,818.882224859612,933.775710282643,913.04585216085,23500
"471",23.55,1266.76724828803,968.798230634018,1138.54483290283,1097.37815937082,882.915441788949,853.295059947088,1063.84491487476,1000.79609576529,23550
"472",23.6,1265.63470514702,870.133930847193,1077.15847660035,1013.49248974881,813.233918430773,855.256746308069,1018.82211652783,941.349597294729,23600
"473",23.65,1264.50216200601,803.162244362477,960.5705194395,890.607535497595,709.860264411558,801.53647365405,971.009351620784,856.124390438029,23650
"474",23.7,1263.369618865,949.880534976841,1120.18822931126,1059.3478512534,850.623181485031,922.33426727113,1101.74266859166,1000.68618231886,23700
"475",23.75,1264.06998677319,982.486369315331,1181.82813256518,1110.61767666915,900.982954062155,907.979761451624,1083.28396268687,1027.86319137907,23750
"476",23.8,1259.07380773952,775.717174359807,938.864014305623,848.334441833059,632.770413024346,667.691699556327,846.234003956332,784.935295868206,23800
"477",23.85,1262.00644868753,757.994028598954,899.078928645875,782.588301998675,606.594268068765,656.271535902325,814.202118814124,752.788187351346,23850
"478",23.9,1263.99121429371,755.292415060304,881.140170564011,779.240099852762,593.189781819324,616.115357525155,777.93083001248,733.818119311532,23900
"479",23.95,1265.60629240472,835.447830983361,972.937288781228,889.482933027649,712.691461213261,749.334469939912,930.714807990716,848.434810416054,23950
"480",24,1265.37975552848,708.345538595659,851.243649213344,720.836420963118,535.2205091976,576.65897579628,681.451119844978,678.959378905069,24000
"481",24.05,1265.15321865224,607.730972180622,696.212951196425,598.298173881386,442.098317218432,457.041138793393,594.67112052227,566.008781090685,24050
"482",24.1,1264.92668177601,825.564194823762,952.311503167086,894.281032893365,656.986337810136,663.268254390946,839.619506746635,805.338468248002,24100
"483",24.15,1267.97792470769,838.024067032969,968.243516772301,919.166476267575,682.230753911952,744.109910288021,904.076481217883,842.64188735623,24150
"484",24.2,1260.26220898665,805.692836415376,975.101994982018,860.864901523462,611.760461987407,727.180012063287,842.233166869882,803.80554513309,24200
"485",24.25,1262.17477522086,748.342684633586,932.113940660402,804.559017337654,582.184786864563,712.897902502092,862.384494835069,773.747149567524,24250
"486",24.3,1264.49105970796,951.892588872568,1138.09985297689,1099.97713809227,760.705054525729,929.762183613937,1021.60237468303,983.67318419368,24300
"487",24.35,1264.51790140675,875.181096055224,1074.23594726356,1010.28813327511,715.993650229405,848.212373069074,961.005161280425,914.152752645244,24350
"488",24.4,1261.51844893855,831.044209772413,996.958588343708,920.761578271879,627.792534005298,786.919951372276,888.292213846615,841.96148727251,24400
"489",24.45,1264.92951898117,830.402715826633,1036.65433228113,945.074686274612,634.894131999238,797.043182420672,881.291217007313,854.226724011763,24450
"490",24.5,1264.79562520113,854.925868987225,1015.97181794252,953.130967412621,681.020178339165,846.005787190827,928.070078367913,879.854144403654,24500
"491",24.55,1263.50321842412,901.543565005469,1061.85723269795,1053.85404758357,723.931077751204,882.329571791073,991.589538260834,935.850823021767,24550
"492",24.6,1260.52410092505,1117.18283256433,1266.935639097,1311.42624496579,979.696915714303,1082.73946476056,1139.42180137119,1149.56717852526,24600
"493",24.65,1257.80861902659,1226.41167327613,1341.75559917832,1429.05983878146,1066.14938415489,1216.72671961868,1240.96634659232,1253.51159812079,24650
"494",24.7,1261.43744349652,814.627802217109,975.963257003269,957.881160438384,656.396986048883,773.598974137857,843.77984074684,837.041331664898,24700
"495",24.75,1262.84600715615,786.475904042885,955.352735745714,917.283349225549,739.66216725769,766.241408091983,926.718951184281,848.622404152912,24750
"496",24.8,1263.94175529231,836.120512827106,1016.61633185889,947.550945498893,783.878988536521,806.38976132992,1009.25560222421,899.968671417687,24800
"497",24.85,1262.6299839114,1002.17383372557,1238.34286570632,1167.7363650465,996.345644515656,984.835591517549,1200.81643888528,1098.37511489829,24850
"498",24.9,1265.07760729731,1303.17215255704,1483.03768430162,1565.22701637946,1261.65781324518,1278.84684359618,1408.71268516288,1383.44234552868,24900
"499",24.95,1264.48172282188,1199.99926030872,1465.47196432788,1612.60608509155,1457.40341610078,1359.8855986193,1458.64805012269,1425.6691216445,24950
"500",25,1254.31108619116,1173.1471309744,1336.45555144056,1426.86426136084,1259.02289088825,1264.84338062849,1404.1927459302,1310.75436002699,25000
"501",25.05,1256.89142122162,1021.86829645923,1246.19943357042,1278.70838521276,1135.18317306234,1138.23719051039,1333.04273627742,1192.20651713781,25050
"502",25.1,1258.27357701668,939.019919193848,1108.43646399796,1144.78910344995,997.78055607823,1085.40154769264,1226.06091294597,1083.5814065486,25100
"503",25.15,1259.38040109384,883.272585605533,1039.28465977255,1100.86430427744,920.239557046314,1062.75280801513,1142.68215529233,1024.84930775929,25150
"504",25.2,1264.52911152514,891.540168610186,1126.52305316334,1114.93423961943,979.465650120939,970.600373187518,1126.6248245753,1034.94807863484,25200
"505",25.25,1262.19727123043,1215.65988583043,1535.03413484079,1716.85189772184,1551.73035706627,1288.69687832734,1369.059799949,1446.17207757573,25250
"506",25.3,1267.97606193704,1031.15626281145,1314.60321506829,1458.27867965829,1279.20616197081,1159.18911232261,1235.67056585926,1246.3506581111,25300
"507",25.35,1264.97414772602,1209.65262420194,1506.22227902193,1688.36538999739,1544.68485459284,1312.48338568472,1352.4579236719,1435.64440987961,25350
"508",25.4,1260.99619122439,817.929593501479,1003.0293646433,1079.88905586021,970.403270440557,943.058139992192,1080.26991094938,982.42991391123,25400
"509",25.45,1256.97789434547,924.337188997026,1147.55507305433,1204.69170056413,1068.19389390176,1001.33801055579,1133.89453176785,1080.00171677644,25450
"510",25.5,1256.0797304264,874.001076263335,1126.33066410947,1206.59784328368,1069.89249041637,988.417051550507,1140.45997041521,1067.6164902562,25500
"511",25.55,1256.13471555327,948.789929268784,1191.09709166369,1248.96468927406,1092.67041654827,1006.70379087608,1170.66832248512,1109.81568584326,25550
"512",25.6,1262.96033380062,1104.23647620342,1345.55494824095,1418.10729962664,1278.15509787021,1193.16040448178,1336.9935072509,1279.36794156744,25600
"513",25.65,1266.90434675634,1138.00548119463,1413.55104257183,1515.78763183852,1407.15751460026,1231.37816230558,1423.28872264363,1354.86141025171,25650
"514",25.7,1257.99256104763,1013.7291929691,1351.74237701668,1441.25457186083,1323.51613840053,1102.81669449293,1317.06537656543,1258.35407558596,25700
"515",25.75,1251.90566449645,984.499496516643,1365.21591855289,1432.22085852784,1288.42965335066,1067.6598078339,1218.88000639961,1226.15094385257,25750
"516",25.8,1257.57179981538,1118.41654068574,1462.86120274514,1597.47682552924,1473.03026295601,1217.1970190174,1291.54982446829,1360.0886078823,25800
"517",25.85,1258.9603484595,1034.2597308159,1290.57588026696,1376.95536470812,1276.27802074154,1150.95908333641,1220.11135575448,1224.85654088813,25850
"518",25.9,1263.24906611143,1240.3116001267,1491.35280206662,1656.00323692424,1502.9890782966,1360.21487726121,1420.33290380964,1445.20069121813,25900
"519",25.95,1262.56363462386,1069.53145231593,1251.44610261115,1324.58173907427,1251.30874462204,1160.71377939341,1207.10172779825,1210.78063394098,25950
"520",26,1260.30870582889,1159.37232473703,1338.90721695564,1439.1232053345,1345.05758992073,1263.81513627283,1276.60073967999,1303.81265007685,26000
"521",26.05,1259.54459817011,1091.66526035154,1267.30344067897,1360.79130871786,1258.16139000957,1167.05103724777,1189.71571388529,1222.44802835539,26050
"522",26.1,1258.86129479764,1245.41695671975,1421.85715852039,1558.53057827094,1462.85782180694,1334.13517471664,1346.27584417015,1394.84556540034,26100
"523",26.15,1270.33185028357,985.707589382558,1149.91643022338,1209.22510856921,1145.85345396564,1070.30696634763,1076.50890482174,1106.25306022518,26150
"524",26.2,1264.89159798572,730.118345816588,880.823409845105,878.445219896181,860.460066733492,779.012766297168,792.312444067604,820.195402278162,26200
"525",26.25,1264.66058055171,750.307845278222,937.241774426431,930.858958895763,924.539601014843,847.991486449843,863.007695247649,875.657868908612,26250
"526",26.3,1263.5008759504,905.561936505548,1218.68569964103,1256.80369309726,1166.23257334748,1070.50667193023,1173.57383834708,1131.89403773924,26300
"527",26.35,1262.75145591272,923.062686642315,1165.38081146905,1187.34754862118,1165.17242819263,1066.90787192945,1153.31824104437,1110.19829540677,26350
"528",26.4,1264.00532362312,935.108111153774,1151.30318548943,1176.75432968891,1167.7616939241,1078.05757221182,1139.40947734362,1108.06573068903,26400
"529",26.45,1261.01334159211,826.113996486202,994.642546494183,1032.11670911891,1034.87102556688,920.322132181216,1105.01457091075,985.513486620498,26450
"530",26.5,1259.62185992833,768.742908616549,927.910267442575,962.046781404839,957.556458477229,835.697631206193,935.353338882169,897.884554165734,26500
"531",26.55,1262.73122549804,778.044446950934,948.545663126407,942.787351721921,938.088906357386,854.971159066465,896.286312395497,893.120639936435,26550
"532",26.6,1265.3408171347,1003.2086355237,1193.14333569007,1293.76086201987,1225.28097620748,1099.05148160061,1159.57439007176,1162.33661877051,26600
"533",26.65,1265.99034184375,847.718535558613,1024.49421562847,1119.19344775265,1101.94402417987,904.588457028012,1002.93980795504,1000.14640443803,26650
"534",26.7,1263.07533032304,766.178641674626,956.002694499184,1000.2983266722,1004.34060431472,844.207042568407,879.074410455509,908.350303460361,26700
"535",26.75,1259.21219333543,755.209909789261,932.01452643779,997.064358349473,1059.52002248377,875.915329650512,945.366689274865,927.515130704077,26750
"536",26.8,1262.97751008919,780.193097754679,974.64290681304,1046.52460509086,1084.72564322122,924.617502639601,966.716136552615,962.903356035438,26800
"537",26.85,1267.41541155897,887.15346594486,1162.20535804788,1220.39417005063,1141.15899117134,1006.91073405692,1113.79216704603,1088.60251157053,26850
"538",26.9,1268.96552413433,947.842172638616,1310.2043278958,1416.3791473937,1213.97967117058,1056.24278045316,1157.50436363537,1183.69215217072,26900
"539",26.95,1268.7026561979,907.547754621148,1212.68513167123,1267.48143074797,1154.25357897315,992.107584158616,998.067504391594,1088.69058546518,26950
"540",27,1263.19656087775,885.412129362003,1146.32941458661,1194.10636501585,1124.48069867139,955.305808986972,962.442177754303,1044.6794809965,27000
"541",27.05,1257.39639834058,743.130607011248,891.611685935493,991.00978174806,1002.02641387707,847.020346998792,827.044902459657,883.640615104716,27050
"542",27.1,1264.84798262396,548.755461779489,612.23102711984,647.154315565387,837.279002889692,582.807537828418,585.988307178825,635.702616071956,27100
"543",27.15,1263.05898939116,629.437198730295,700.082568395682,802.490664719926,927.197211134684,736.427100190536,701.463615838561,749.51642422949,27150
"544",27.2,1262.4808590982,740.651553923753,819.073652291434,941.312063183166,936.289484701014,865.173057024926,827.789080530007,855.048141312046,27200
"545",27.25,1254.52428156178,718.479352983876,811.957108500507,927.352309944346,883.265286545404,840.164664164336,893.21111911297,845.738327890435,27250
"546",27.3,1256.99033196151,847.033721512639,1008.2137117826,1161.21885949195,862.381958008336,995.260669486324,1188.4828473021,1010.43196780233,27300
"547",27.35,1260.96978666938,1036.5403637457,1334.56041472426,1547.50756972858,1001.06786742046,1222.24588555496,1478.24752148073,1270.02826209177,27350
"548",27.4,1261.93267616326,910.77640321525,1130.17484279378,1302.97280750469,966.825494585641,1068.29790229677,1222.28706453782,1100.22241957078,27400
"549",27.45,1260.51715599984,767.089753901856,909.322198106833,1032.40398691632,929.675231367127,895.428315316134,945.626948563482,913.25775063497,27450
"550",27.5,1254.3796926263,680.689835467644,777.152483248168,871.606064765233,887.087508281754,792.558078652758,797.726933022884,801.136831662675,27500
